,Unnamed: 0,_id,formhub/uuid,start,end,today,deviceid,Main_group/enumerator_group/name_enum,Main_group/location_details/Select_District,Main_group/location_details/geo_location,Main_group/location_details/well_type,Main_group/location_details/sw_bk_well_no,Main_group/measurement/measurement_point_cm,Main_group/measurement/Well_photo_Use_the_ed_measurement_point,Main_group/measurement/Measurement_of_tape_ent_point_MP_in_m,Main_group/measurement/wet_point_measruement_on_tape,Main_group/measurement/gw_level_from_mp,Main_group/measurement/mp_in_m,Main_group/measurement/gw_level,__version__,_version_,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,Main_group/location_details/bk_dw_no,Main_group/measurement/Audio_Notes_Use_the_to_record_any_notes,Main_group/measurement/Notes,Main_group/location_details/well_no_sw_bardiya,Main_group/location_details/well_no_dw_bardiya
117,117,169613717,36e34b01767e41e291b861fbf251aaf1,2021-03-30T12:42:35.848+05:45,2021-03-30T12:45:20.479+05:45,2021-03-30,868190042176206,yogendra,Banke,28.0243004 81.6002834 85.53872048691571 4.551,sw,bk-sw-11_1,50,1617087570972.jpg,7.0,1.6,5.4,0.5,4.9,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:83831036-da31-461e-8ea2-9b83a05aad70,ajbNkrfgsftG7FsDVqc5h9,83831036-da31-461e-8ea2-9b83a05aad70,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F83831036-da31-461e-8ea2-9b83a05aad70%2F1617087570972.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F83831036-da31-461e-8ea2-9b83a05aad70%2F1617087570972.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F83831036-da31-461e-8ea2-9b83a05aad70%2F1617087570972.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/83831036-da31-461e-8ea2-9b83a05aad70/1617087570972.jpg', 'instance': 169613717, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F83831036-da31-461e-8ea2-9b83a05aad70%2F1617087570972.jpg', 'id': 59626962, 'xform': 669773}]",submitted_via_web,"[28.0243004, 81.6002834]",2021-04-04T16:32:28,[],[],{},gw_monitoring,,,,,
118,118,169613726,36e34b01767e41e291b861fbf251aaf1,2021-03-30T13:59:03.933+05:45,2021-03-30T14:01:46.760+05:45,2021-03-30,868190042176206,yogendra,Banke,28.0150979 81.6543421 79.45554699138219 4.854,sw,bk-sw-09_1,60,1617092172271.jpg,5.0,1.8,3.2,0.6,2.6,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:acf647fe-915b-40b8-aa06-87ae5dd65032,ajbNkrfgsftG7FsDVqc5h9,acf647fe-915b-40b8-aa06-87ae5dd65032,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Facf647fe-915b-40b8-aa06-87ae5dd65032%2F1617092172271.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Facf647fe-915b-40b8-aa06-87ae5dd65032%2F1617092172271.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Facf647fe-915b-40b8-aa06-87ae5dd65032%2F1617092172271.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/acf647fe-915b-40b8-aa06-87ae5dd65032/1617092172271.jpg', 'instance': 169613726, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Facf647fe-915b-40b8-aa06-87ae5dd65032%2F1617092172271.jpg', 'id': 59626964, 'xform': 669773}]",submitted_via_web,"[28.0150979, 81.6543421]",2021-04-04T16:32:32,[],[],{},gw_monitoring,,,,,
119,119,169613733,36e34b01767e41e291b861fbf251aaf1,2021-03-30T15:05:05.032+05:45,2021-03-30T15:07:10.653+05:45,2021-03-30,868190042176206,yogendra,Banke,28.002087 81.652334 74.79502092410074 4.803,sw,bk-sw-29,40,1617096098800.jpg,7.0,2.05,4.95,0.4,4.55,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:f68a236a-ec33-4b8d-8692-302553e7d317,ajbNkrfgsftG7FsDVqc5h9,f68a236a-ec33-4b8d-8692-302553e7d317,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff68a236a-ec33-4b8d-8692-302553e7d317%2F1617096098800.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff68a236a-ec33-4b8d-8692-302553e7d317%2F1617096098800.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff68a236a-ec33-4b8d-8692-302553e7d317%2F1617096098800.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/f68a236a-ec33-4b8d-8692-302553e7d317/1617096098800.jpg', 'instance': 169613733, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ff68a236a-ec33-4b8d-8692-302553e7d317%2F1617096098800.jpg', 'id': 59626966, 'xform': 669773}]",submitted_via_web,"[28.002087, 81.652334]",2021-04-04T16:32:34,[],[],{},gw_monitoring,,,,,
120,120,169613739,36e34b01767e41e291b861fbf251aaf1,2021-04-01T13:06:57.957+05:45,2021-04-01T13:10:22.139+05:45,2021-04-01,868190042176206,yogendra,Banke,28.0285641 81.6947339 83.35339274716405 4.854,sw,bk-sw-30,55,1617261853194.jpg,6.0,1.15,4.85,0.55,4.3,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:003d32fb-5af3-4d51-947f-d1d5dd3bb5c7,ajbNkrfgsftG7FsDVqc5h9,003d32fb-5af3-4d51-947f-d1d5dd3bb5c7,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F003d32fb-5af3-4d51-947f-d1d5dd3bb5c7%2F1617261853194.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F003d32fb-5af3-4d51-947f-d1d5dd3bb5c7%2F1617261853194.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F003d32fb-5af3-4d51-947f-d1d5dd3bb5c7%2F1617261853194.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/003d32fb-5af3-4d51-947f-d1d5dd3bb5c7/1617261853194.jpg', 'instance': 169613739, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F003d32fb-5af3-4d51-947f-d1d5dd3bb5c7%2F1617261853194.jpg', 'id': 59626967, 'xform': 669773}]",submitted_via_web,"[28.0285641, 81.6947339]",2021-04-04T16:32:36,[],[],{},gw_monitoring,,,,,
121,121,169613744,36e34b01767e41e291b861fbf251aaf1,2021-04-01T14:02:49.790+05:45,2021-04-01T14:05:00.670+05:45,2021-04-01,868190042176206,yogendra,Banke,27.98343 81.713307 73.34943673778383 4.551,sw,bk-sw-10_1,70,1617265153311.jpg,5.0,1.23,3.77,0.7,3.07,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:447c40d0-a63a-40e8-a1d6-01ddef90dedc,ajbNkrfgsftG7FsDVqc5h9,447c40d0-a63a-40e8-a1d6-01ddef90dedc,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F447c40d0-a63a-40e8-a1d6-01ddef90dedc%2F1617265153311.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F447c40d0-a63a-40e8-a1d6-01ddef90dedc%2F1617265153311.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F447c40d0-a63a-40e8-a1d6-01ddef90dedc%2F1617265153311.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/447c40d0-a63a-40e8-a1d6-01ddef90dedc/1617265153311.jpg', 'instance': 169613744, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F447c40d0-a63a-40e8-a1d6-01ddef90dedc%2F1617265153311.jpg', 'id': 59626968, 'xform': 669773}]",submitted_via_web,"[27.98343, 81.713307]",2021-04-04T16:32:38,[],[],{},gw_monitoring,,,,,
122,122,169613751,36e34b01767e41e291b861fbf251aaf1,2021-04-01T15:21:54.298+05:45,2021-04-01T15:25:40.542+05:45,2021-04-01,868190042176206,yogendra,Banke,28.0493765 81.6617097 93.93173480873038 4.551,sw,bk-sw-08_1,36,1617269975876.jpg,8.0,1.5,6.5,0.36,6.14,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:5a2cc654-ca97-4cb6-b934-2a45de65c5fe,ajbNkrfgsftG7FsDVqc5h9,5a2cc654-ca97-4cb6-b934-2a45de65c5fe,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F5a2cc654-ca97-4cb6-b934-2a45de65c5fe%2F1617269975876.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F5a2cc654-ca97-4cb6-b934-2a45de65c5fe%2F1617269975876.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F5a2cc654-ca97-4cb6-b934-2a45de65c5fe%2F1617269975876.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/5a2cc654-ca97-4cb6-b934-2a45de65c5fe/1617269975876.jpg', 'instance': 169613751, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F5a2cc654-ca97-4cb6-b934-2a45de65c5fe%2F1617269975876.jpg', 'id': 59626971, 'xform': 669773}]",submitted_via_web,"[28.0493765, 81.6617097]",2021-04-04T16:32:40,[],[],{},gw_monitoring,,,,,
123,123,169613755,36e34b01767e41e291b861fbf251aaf1,2021-04-02T13:06:36.869+05:45,2021-04-02T13:10:26.596+05:45,2021-04-02,868190042176206,yogendra,Banke,28.1960804 81.7117424 127.62967228481328 4.854,sw,bk-sw-01,20,1617348276175.jpg,5.0,1.34,3.66,0.2,3.46,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:cb5c3ec1-c61b-4f59-9f6d-6912f22804cf,ajbNkrfgsftG7FsDVqc5h9,cb5c3ec1-c61b-4f59-9f6d-6912f22804cf,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fcb5c3ec1-c61b-4f59-9f6d-6912f22804cf%2F1617348276175.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fcb5c3ec1-c61b-4f59-9f6d-6912f22804cf%2F1617348276175.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fcb5c3ec1-c61b-4f59-9f6d-6912f22804cf%2F1617348276175.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/cb5c3ec1-c61b-4f59-9f6d-6912f22804cf/1617348276175.jpg', 'instance': 169613755, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fcb5c3ec1-c61b-4f59-9f6d-6912f22804cf%2F1617348276175.jpg', 'id': 59626985, 'xform': 669773}]",submitted_via_web,"[28.1960804, 81.7117424]",2021-04-04T16:32:42,[],[],{},gw_monitoring,,,,,
124,124,169613761,36e34b01767e41e291b861fbf251aaf1,2021-04-02T14:09:31.376+05:45,2021-04-02T14:11:28.772+05:45,2021-04-02,868190042176206,yogendra,Banke,28.206532 81.6306905 107.15215606637075 4.803,sw,bk-sw-03,40,1617351959302.jpg,9.0,1.75,7.25,0.4,6.85,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:35883564-653f-4447-9b4c-b7c91229cb16,ajbNkrfgsftG7FsDVqc5h9,35883564-653f-4447-9b4c-b7c91229cb16,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F35883564-653f-4447-9b4c-b7c91229cb16%2F1617351959302.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F35883564-653f-4447-9b4c-b7c91229cb16%2F1617351959302.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F35883564-653f-4447-9b4c-b7c91229cb16%2F1617351959302.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/35883564-653f-4447-9b4c-b7c91229cb16/1617351959302.jpg', 'instance': 169613761, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F35883564-653f-4447-9b4c-b7c91229cb16%2F1617351959302.jpg', 'id': 59626991, 'xform': 669773}]",submitted_via_web,"[28.206532, 81.6306905]",2021-04-04T16:32:43,[],[],{},gw_monitoring,,,,,
125,125,169613764,36e34b01767e41e291b861fbf251aaf1,2021-04-02T14:51:43.540+05:45,2021-04-02T14:53:40.342+05:45,2021-04-02,868190042176206,yogendra,Banke,28.1920742 81.5747772 89.91490084008717 4.551,sw,bk-sw-05_1,29,1617354488906.jpg,5.0,1.6,3.4,0.29,3.11,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:fe157c24-33aa-4a7a-a2f3-feafbbdd7902,ajbNkrfgsftG7FsDVqc5h9,fe157c24-33aa-4a7a-a2f3-feafbbdd7902,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ffe157c24-33aa-4a7a-a2f3-feafbbdd7902%2F1617354488906.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ffe157c24-33aa-4a7a-a2f3-feafbbdd7902%2F1617354488906.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ffe157c24-33aa-4a7a-a2f3-feafbbdd7902%2F1617354488906.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/fe157c24-33aa-4a7a-a2f3-feafbbdd7902/1617354488906.jpg', 'instance': 169613764, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Ffe157c24-33aa-4a7a-a2f3-feafbbdd7902%2F1617354488906.jpg', 'id': 59626992, 'xform': 669773}]",submitted_via_web,"[28.1920742, 81.5747772]",2021-04-04T16:32:45,[],[],{},gw_monitoring,,,,,
126,126,169613768,36e34b01767e41e291b861fbf251aaf1,2021-04-02T15:47:07.722+05:45,2021-04-02T15:48:51.682+05:45,2021-04-02,868190042176206,yogendra,Banke,28.1873992 81.6299874 104.63128751372183 4.551,sw,bk-sw-04,65,1617357800714.jpg,5.0,2.07,2.93,0.65,2.28,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:3ad162bd-479e-4da8-bb99-3960936c1469,ajbNkrfgsftG7FsDVqc5h9,3ad162bd-479e-4da8-bb99-3960936c1469,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F3ad162bd-479e-4da8-bb99-3960936c1469%2F1617357800714.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F3ad162bd-479e-4da8-bb99-3960936c1469%2F1617357800714.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F3ad162bd-479e-4da8-bb99-3960936c1469%2F1617357800714.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/3ad162bd-479e-4da8-bb99-3960936c1469/1617357800714.jpg', 'instance': 169613768, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F3ad162bd-479e-4da8-bb99-3960936c1469%2F1617357800714.jpg', 'id': 59626993, 'xform': 669773}]",submitted_via_web,"[28.1873992, 81.6299874]",2021-04-04T16:32:46,[],[],{},gw_monitoring,,,,,
127,127,169613773,36e34b01767e41e291b861fbf251aaf1,2021-04-03T12:35:08.495+05:45,2021-04-03T12:37:43.536+05:45,2021-04-03,868190042176206,yogendra,Banke,28.078045 81.5932275 84.9956152614164 4.854,sw,bk-sw-26,25,1617432714589.jpg,5.0,1.92,3.08,0.25,2.83,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:a342460f-85a5-4e82-b54d-596e1f2c5fe4,ajbNkrfgsftG7FsDVqc5h9,a342460f-85a5-4e82-b54d-596e1f2c5fe4,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa342460f-85a5-4e82-b54d-596e1f2c5fe4%2F1617432714589.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa342460f-85a5-4e82-b54d-596e1f2c5fe4%2F1617432714589.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa342460f-85a5-4e82-b54d-596e1f2c5fe4%2F1617432714589.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/a342460f-85a5-4e82-b54d-596e1f2c5fe4/1617432714589.jpg', 'instance': 169613773, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2Fa342460f-85a5-4e82-b54d-596e1f2c5fe4%2F1617432714589.jpg', 'id': 59626995, 'xform': 669773}]",submitted_via_web,"[28.078045, 81.5932275]",2021-04-04T16:32:48,[],[],{},gw_monitoring,,,,,
128,128,169613776,36e34b01767e41e291b861fbf251aaf1,2021-04-03T12:52:09.526+05:45,2021-04-03T12:55:30.380+05:45,2021-04-03,868190042176206,yogendra,Banke,28.0830206 81.5956341 76.27681261735586 4.803,sw,bk-sw-27,40,1617433730849.jpg,4.9,0.5,4.4,0.4,4.0,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:1c554694-8862-4fad-8f90-5d770bc5a307,ajbNkrfgsftG7FsDVqc5h9,1c554694-8862-4fad-8f90-5d770bc5a307,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c554694-8862-4fad-8f90-5d770bc5a307%2F1617433730849.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c554694-8862-4fad-8f90-5d770bc5a307%2F1617433730849.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c554694-8862-4fad-8f90-5d770bc5a307%2F1617433730849.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/1c554694-8862-4fad-8f90-5d770bc5a307/1617433730849.jpg', 'instance': 169613776, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F1c554694-8862-4fad-8f90-5d770bc5a307%2F1617433730849.jpg', 'id': 59626996, 'xform': 669773}]",submitted_via_web,"[28.0830206, 81.5956341]",2021-04-04T16:32:50,[],[],{},gw_monitoring,,,,,
129,129,169613780,36e34b01767e41e291b861fbf251aaf1,2021-04-03T13:18:34.760+05:45,2021-04-03T13:21:18.687+05:45,2021-04-03,868190042176206,yogendra,Banke,28.1060287 81.5971035 84.74134994144606 4.551,sw,bk-sw-25_1,35,1617435324286.jpg,4.1,0.5,3.6,0.35,3.25,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:9da267b1-6fb4-4b27-90ac-405b812315ea,ajbNkrfgsftG7FsDVqc5h9,9da267b1-6fb4-4b27-90ac-405b812315ea,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F9da267b1-6fb4-4b27-90ac-405b812315ea%2F1617435324286.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F9da267b1-6fb4-4b27-90ac-405b812315ea%2F1617435324286.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F9da267b1-6fb4-4b27-90ac-405b812315ea%2F1617435324286.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/9da267b1-6fb4-4b27-90ac-405b812315ea/1617435324286.jpg', 'instance': 169613780, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F9da267b1-6fb4-4b27-90ac-405b812315ea%2F1617435324286.jpg', 'id': 59626997, 'xform': 669773}]",submitted_via_web,"[28.1060287, 81.5971035]",2021-04-04T16:32:51,[],[],{},gw_monitoring,,,,,
130,130,169613783,36e34b01767e41e291b861fbf251aaf1,2021-04-03T13:49:01.362+05:45,2021-04-03T13:51:00.184+05:45,2021-04-03,868190042176206,yogendra,Banke,28.1287337 81.5893729 87.98446775075215 4.551,sw,bk-sw-17_1,15,1617437127486.jpg,5.0,1.05,3.95,0.15,3.8,vrPtKVyay9YP5gTyKY9Nc5,vGKroCXb8wXuSvj7VB8gGJ,uuid:4d37c877-b2d6-43e3-b54d-b01799d4caac,ajbNkrfgsftG7FsDVqc5h9,4d37c877-b2d6-43e3-b54d-b01799d4caac,"[{'mimetype': 'image/jpeg', 'download_small_url': 'https://kc.humanitarianresponse.info/media/small?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F4d37c877-b2d6-43e3-b54d-b01799d4caac%2F1617437127486.jpg', 'download_large_url': 'https://kc.humanitarianresponse.info/media/large?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F4d37c877-b2d6-43e3-b54d-b01799d4caac%2F1617437127486.jpg', 'download_url': 'https://kc.humanitarianresponse.info/media/original?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F4d37c877-b2d6-43e3-b54d-b01799d4caac%2F1617437127486.jpg', 'filename': 'gw_monitoring/attachments/36e34b01767e41e291b861fbf251aaf1/4d37c877-b2d6-43e3-b54d-b01799d4caac/1617437127486.jpg', 'instance': 169613783, 'download_medium_url': 'https://kc.humanitarianresponse.info/media/medium?media_file=gw_monitoring%2Fattachments%2F36e34b01767e41e291b861fbf251aaf1%2F4d37c877-b2d6-43e3-b54d-b01799d4caac%2F1617437127486.jpg', 'id': 59626998, 'xform': 669773}]",submitted_via_web,"[28.1287337, 81.5893729]",2021-04-04T16:32:52,[],[],{},gw_monitoring,,,,,
